action_id,triggered_on,student_id,severity,rule_id,rule_name,action,route_to,policy_basis,rationale,withdraw_prob_at_trigger,fail_prob_at_trigger,top_driver_withdraw,top_driver_fail,status
ACT00341,2025-03-22,STU0150,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 53.1% and 5 weeks since last VLE login.,0.558,0.8383,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00342,2025-03-22,STU0433,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.7% predicted failure probability.,0.5517,0.8367,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00343,2025-03-22,STU0433,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 47.8% and 9 weeks since last VLE login.,0.5517,0.8367,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00344,2025-03-22,STU0078,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.8% with 8 days until the next assessment.,0.5489,0.8379,Recent attendance (4-week avg),Past interventions received,Pending
ACT00345,2025-03-22,STU0078,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 55.6% and 2 weeks since last VLE login.,0.5489,0.8379,Recent attendance (4-week avg),Past interventions received,Pending
ACT00346,2025-03-22,STU0107,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.8% with 8 days until the next assessment.,0.5456,0.8376,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00347,2025-03-22,STU0419,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.8% with 10 days until the next assessment.,0.5441,0.8382,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00348,2025-03-22,STU0419,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 60.8% and 10 weeks since last VLE login.,0.5441,0.8382,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00349,2025-03-22,STU0302,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.3% predicted failure probability.,0.5359,0.8333,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00350,2025-03-22,STU0302,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 57.0% and 7 weeks since last VLE login.,0.5359,0.8333,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00351,2025-03-22,STU0338,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 47.4% and 4 weeks since last VLE login.,0.5313,0.8343,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00352,2025-03-22,STU0546,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 82.6% / withdrawal probability 52.7%.,0.5268,0.8263,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00353,2025-03-22,STU0507,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.8% predicted failure probability.,0.525,0.8375,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00354,2025-03-22,STU0203,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 82.8% / withdrawal probability 51.7%.,0.517,0.8283,Recent attendance (4-week avg),Past interventions received,Pending
ACT00355,2025-03-22,STU0494,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.3% with 13 days until the next assessment.,0.5019,0.8329,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00356,2025-03-22,STU0314,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.1% with 11 days until the next assessment.,0.4717,0.8312,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00357,2025-03-22,STU0484,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.7% predicted failure probability.,0.4678,0.8373,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00358,2025-03-22,STU0199,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 66.8% with 3 days until the next assessment.,0.4643,0.6684,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00359,2025-03-22,STU0199,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 66.8% predicted failure probability.,0.4643,0.6684,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00360,2025-03-22,STU0158,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 60.9% and 11 weeks since last VLE login.,0.4502,0.8376,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00361,2025-03-22,STU0594,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 82.3% with 11 days until the next assessment.,0.4497,0.8227,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00362,2025-03-22,STU0596,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.8% predicted failure probability.,0.4489,0.8381,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00363,2025-03-22,STU0506,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 51.1% and 2 weeks since last VLE login.,0.4461,0.838,Recent attendance (4-week avg),Past interventions received,Pending
ACT00364,2025-03-22,STU0313,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.8% with 14 days until the next assessment.,0.4416,0.8377,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00365,2025-03-22,STU0313,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 83.8% / withdrawal probability 44.2%.,0.4416,0.8377,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00366,2025-03-22,STU0313,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 59.9% and 3 weeks since last VLE login.,0.4416,0.8377,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00367,2025-03-22,STU0015,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.7% predicted failure probability.,0.4388,0.8372,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00368,2025-03-22,STU0015,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 58.6% and 7 weeks since last VLE login.,0.4388,0.8372,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00369,2025-03-22,STU0194,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.3% predicted failure probability.,0.4331,0.8326,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00370,2025-03-22,STU0270,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.8% with 10 days until the next assessment.,0.4277,0.8384,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00371,2025-03-22,STU0270,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 83.8% / withdrawal probability 42.8%.,0.4277,0.8384,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00372,2025-03-22,STU0270,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 56.0% and 3 weeks since last VLE login.,0.4277,0.8384,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00373,2025-03-22,STU0479,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 80.1% with 14 days until the next assessment.,0.4243,0.8008,Lecture materials accessed (last 4w),Previous semester GPA,Pending
ACT00374,2025-03-22,STU0249,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 83.8% / withdrawal probability 41.6%.,0.4164,0.8375,Recent attendance (4-week avg),Past interventions received,Pending
ACT00375,2025-03-22,STU0317,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 82.6% with 12 days until the next assessment.,0.4146,0.8259,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00376,2025-03-22,STU0074,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 69.6% with 3 days until the next assessment.,0.4121,0.6961,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00377,2025-03-22,STU0010,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.7% with 11 days until the next assessment.,0.4009,0.8374,Recent attendance (4-week avg),Past interventions received,Pending
ACT00378,2025-03-22,STU0550,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.6% predicted failure probability.,0.3881,0.8364,Recent attendance (4-week avg),Past interventions received,Pending
ACT00379,2025-03-22,STU0220,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 8.4% / withdrawal probability 38.6%.,0.3855,0.0844,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00380,2025-03-22,STU0274,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.5% predicted failure probability.,0.3816,0.8349,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00381,2025-03-22,STU0246,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 82.5% with 11 days until the next assessment.,0.3811,0.8246,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00382,2025-03-22,STU0066,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.1% with 14 days until the next assessment.,0.3807,0.8312,Recent attendance (4-week avg),Past interventions received,Pending
ACT00383,2025-03-22,STU0304,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.8% with 14 days until the next assessment.,0.3681,0.8379,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00384,2025-03-22,STU0304,medium,INT_SUPPORT,International student showing isolation signals,Welfare check from the International Office,International Office,International Student Support Policy §11.1 (Welfare Outreach),International student with attendance 64.7% and 2 weeks since last VLE login.,0.3681,0.8379,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00385,2025-03-22,STU0383,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 82.8% predicted failure probability.,0.3679,0.8284,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00386,2025-03-22,STU0137,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.4% with 11 days until the next assessment.,0.3667,0.8343,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00387,2025-03-22,STU0137,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 44% is sharply below the student's prior GPA of 2.59.,0.3667,0.8343,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00388,2025-03-22,STU0148,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.7% with 14 days until the next assessment.,0.3588,0.837,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00389,2025-03-22,STU0037,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.3% with 14 days until the next assessment.,0.3581,0.8332,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00390,2025-03-22,STU0033,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.2% with 10 days until the next assessment.,0.3523,0.8321,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00391,2025-03-22,STU0033,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.2% predicted failure probability.,0.3523,0.8321,Recent attendance (4-week avg),Recent attendance (4-week avg),Pending
ACT00392,2025-03-22,STU0595,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 33% is sharply below the student's prior GPA of 2.58.,0.3462,0.8354,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00393,2025-03-22,STU0451,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 81.9% with 10 days until the next assessment.,0.3458,0.8187,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00394,2025-03-22,STU0187,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.7% with 12 days until the next assessment.,0.3361,0.8367,Recent attendance (4-week avg),Past interventions received,Pending
ACT00395,2025-03-22,STU0187,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.7% predicted failure probability.,0.3361,0.8367,Recent attendance (4-week avg),Past interventions received,Pending
ACT00396,2025-03-22,STU0294,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 82.3% with 11 days until the next assessment.,0.3359,0.8235,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00397,2025-03-22,STU0575,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 82.9% with 14 days until the next assessment.,0.3303,0.829,Lecture materials accessed (last 4w),Previous semester GPA,Pending
ACT00398,2025-03-22,STU0005,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 51.4% / withdrawal probability 32.8%.,0.3278,0.514,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00399,2025-03-22,STU0022,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 38% is sharply below the student's prior GPA of 2.88.,0.3253,0.0612,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00400,2025-03-22,STU0139,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 79.2% with 14 days until the next assessment.,0.3246,0.7925,Recent attendance (4-week avg),Past interventions received,Pending
ACT00401,2025-03-22,STU0163,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 83.6% / withdrawal probability 32.1%.,0.3208,0.8358,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00402,2025-03-22,STU0163,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 44% is sharply below the student's prior GPA of 2.52.,0.3208,0.8358,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00403,2025-03-22,STU0166,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.0% predicted failure probability.,0.3161,0.8299,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00404,2025-03-22,STU0166,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 34% is sharply below the student's prior GPA of 2.62.,0.3161,0.8299,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00405,2025-03-22,STU0385,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 7.1% / withdrawal probability 31.2%.,0.3122,0.0708,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00406,2025-03-22,STU0147,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 82.7% / withdrawal probability 30.3%.,0.3031,0.8265,Past interventions received,Past interventions received,Pending
ACT00407,2025-03-22,STU0312,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.3% predicted failure probability.,0.298,0.8334,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00408,2025-03-22,STU0312,medium,VLE_DISENG,VLE disengagement,Engagement check email from personal tutor (template: 'Are you OK?'),Personal Tutor,Digital Engagement Policy §3.1 (Inactivity Alerts),No VLE activity for 3 consecutive weeks (threshold: 3 weeks).,0.298,0.8334,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00409,2025-03-22,STU0345,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 83.6% predicted failure probability.,0.2916,0.8359,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00410,2025-03-22,STU0345,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 49% is sharply below the student's prior GPA of 2.86.,0.2916,0.8359,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00411,2025-03-22,STU0193,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 73.8% with 12 days until the next assessment.,0.2853,0.7378,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00412,2025-03-22,STU0193,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 44% is sharply below the student's prior GPA of 2.77.,0.2853,0.7378,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00413,2025-03-22,STU0477,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 49% is sharply below the student's prior GPA of 3.50.,0.2772,0.749,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00414,2025-03-22,STU0110,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 6.6% / withdrawal probability 27.4%.,0.2741,0.0663,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00415,2025-03-22,STU0114,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 39% is sharply below the student's prior GPA of 2.97.,0.2692,0.8265,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00416,2025-03-22,STU0572,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.1% with 10 days until the next assessment.,0.2658,0.8313,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00417,2025-03-22,STU0572,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 83.1% / withdrawal probability 26.6%.,0.2658,0.8313,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00418,2025-03-22,STU0572,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 42% is sharply below the student's prior GPA of 3.07.,0.2658,0.8313,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00419,2025-03-22,STU0215,medium,GRADE_DROP,Sudden grade drop from a strong baseline,Academic concern check-in with personal tutor,Personal Tutor,Academic Standards Policy §6.1 (Performance Anomaly),Most recent grade 47% is sharply below the student's prior GPA of 2.89.,0.2638,0.8249,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00420,2025-03-22,STU0587,medium,WD_MOD,Elevated withdrawal risk,Automated SMS check-in offering personal tutor office hours,Personal Tutor,Student Retention Policy §4.4 (Soft Nudge),"Predicted withdrawal probability is 24.6% (elevated band, soft-nudge policy).",0.2459,0.8278,Past interventions received,Past interventions received,Pending
ACT00421,2025-03-22,STU0349,medium,WD_MOD,Elevated withdrawal risk,Automated SMS check-in offering personal tutor office hours,Personal Tutor,Student Retention Policy §4.4 (Soft Nudge),"Predicted withdrawal probability is 24.5% (elevated band, soft-nudge policy).",0.245,0.057,Recent attendance (4-week avg),Past interventions received,Pending
ACT00422,2025-03-22,STU0289,medium,DIS_SUPPORT,Declared disability + academic concern,Proactive check-in from Disability Services to review support plan,Disability Services,Inclusive Education Policy §10.1 (Proactive Disability Support),Declared disability on record; predicted failure probability 82.5% / withdrawal probability 23.9%.,0.2392,0.8248,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00423,2025-03-22,STU0289,medium,FIN_SUPPORT,Possible financial pressure,Referral to the Financial Aid Office for a hardship review,Financial Aid Office,Student Hardship Policy §9.1 (Proactive Referral),Self-funded student with part-time work commitments and a 82.5% predicted failure probability.,0.2392,0.8248,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00424,2025-03-22,STU0289,medium,WD_MOD,Elevated withdrawal risk,Automated SMS check-in offering personal tutor office hours,Personal Tutor,Student Retention Policy §4.4 (Soft Nudge),"Predicted withdrawal probability is 23.9% (elevated band, soft-nudge policy).",0.2392,0.8248,Lecture materials accessed (last 4w),Recent attendance (4-week avg),Pending
ACT00425,2025-03-22,STU0528,medium,FAIL_HIGH,Elevated failure risk on upcoming assessment,Invitation to weekly study-skills drop-in workshop,Academic Skills Team,Assessment Support Policy §5.2 (Targeted Skills Workshops),Predicted failure probability is 83.7% with 8 days until the next assessment.,0.2381,0.8374,Lecture materials accessed (last 4w),Past interventions received,Pending
ACT00426,2025-03-22,STU0528,medium,WD_MOD,Elevated withdrawal risk,Automated SMS check-in offering personal tutor office hours,Personal Tutor,Student Retention Policy §4.4 (Soft Nudge),"Predicted withdrawal probability is 23.8% (elevated band, soft-nudge policy).",0.2381,0.8374,Lecture materials accessed (last 4w),Past interventions received,Pending
